pid,pub_type,pub_date,title,authors,doi,ark,journal,collaboration
"articles:16686","article","2015-05-01","Probabilistic 0-1-h convective initiation nowcasts that combine Geostationary Satellite Observations and numerical weather prediction model data","Mecikalski, J.;Williams, J.;et al","10.1175/JAMC-D-14-0129.1","ark:/85065/d7k938qc","Journal of Applied Meteorology and Climatology","UCAR and University"
"articles:16687","article","2015-05-01","Equilibrium climate sensitivity in light of observations over the warming hiatus","Johansson, D.;O'Neill, B.;et al","10.1038/nclimate2573","ark:/85065/d7fj2hz6","Nature Climate Change","UCAR and University"
"articles:16688","article","2015-05-15","Resolution dependence of future tropical cyclone projections of CAM5.1 in the U.S. CLIVAR Hurricane Working Group idealized configurations","Wehner, M.;Prabhat;et al","10.1175/JCLI-D-14-00311.1","ark:/85065/d79s1s6f","Journal of Climate","UCAR and Other"
"articles:16689","article","2015-05-15","Changes in moisture flux over the Tibetan Plateau during 1979-2011: Insights from a high-resolution simulation","Gao, Y.;Leung, L.;et al","10.1175/JCLI-D-14-00581.1","ark:/85065/d76111hv","Journal of Climate","UCAR and Other"
"articles:16690","article","2015-06-01","The microphysics of ice and precipitation development in tropical cumulus clouds","Lawson, R.;Woods, S.;et al","10.1175/JAS-D-14-0274.1","ark:/85065/d72b9069","Journal of the Atmospheric Sciences","UCAR and Other"
"articles:16693","article","2015-06-01","Sea ice enhancements to Polar WRF","Hines, K.;Bromwich, D.;et al","10.1175/MWR-D-14-00344.1","ark:/85065/d7p2709q","Monthly Weather Review","UCAR and University"
"articles:16695","article","2015-06-01","Multivariate ensemble sensitivity with localization","Hacker, J.;Lei, L.","10.1175/MWR-D-14-00309.1","ark:/85065/d7dj5gtt","Monthly Weather Review","UCAR, University and Other"
"articles:16696","article","2015-06-01","Concurrent sensitivities of an idealized deep convective storm to parameterization of microphysics, horizontal grid resolution, and environmental static stability","Morrison, H.;Morales, A.;et al","10.1175/MWR-D-14-00271.1","ark:/85065/d78s4r4z","Monthly Weather Review","UCAR and University"
"articles:16698","article","2015-06-01","Possible effects of climate change of wind on aerosol variation during winter in Shanghai, China","Zhou, W.;Tie, X.;et al","10.1016/j.partic.2014.08.008","ark:/85065/d71c1z23","Particuology: Science and Technology of Particles","UCAR and Other"
"articles:16699","article","2015-06-01","Analysis of the causes of heavy aerosol pollution in Beijing, China: A case study with the WRF-Chem model","He, H.;Tie, X.;et al","10.1016/j.partic.2014.06.004","ark:/85065/d7wm1fks","Particuology: Science and Technology of Particles","UCAR and Other"
"articles:16701","article","2015-04-24","Normal-mode function representation of global 3-D data sets: Open-access software for the atmospheric research community","Žagar, N.;Kasahara, A.;et al","10.5194/gmd-8-1169-2015","ark:/85065/d7n29z32","Geoscientific Model Development","UCAR and University"
"articles:16702","article","2015-04-08","libmpdata++ 1.0: A library of parallel MPDATA solvers for systems of generalised transport equations","Jaruga, A.;Arabas, S.;et al","10.5194/gmd-8-1005-2015","ark:/85065/d7h996cq","Geoscientific Model Development","UCAR, University and Other"
"articles:16704","article","2015-04-01","A unified approach for process-based hydrologic modeling: 2. Model implementation and case studies","Clark, M.;Nijssen, B.;et al","10.1002/2015WR017200","ark:/85065/d77w6dcf","Water Resources Research","UCAR, University and Other"
"articles:16705","article","2015-04-01","A unified approach for process-based hydrologic modeling: 1. Modeling concept","Clark, M.;Nijssen, B.;et al","10.1002/2015WR017198","ark:/85065/d7445npg","Water Resources Research","UCAR, University and Other"
"articles:16708","article","2015-03-01","SPURS: Salinity processes in the upper-ocean regional study-- The North Atlantic experiment","Lindstrom, E.;Bryan, F.;et al","10.5670/oceanog.2015.01","ark:/85065/d7qv3np7","Oceanography","UCAR and Other"
"articles:16709","article","2015-06-01","Future productivity and carbon storage limited by terrestrial nutrient availability","Wieder, W.;Cleveland, C.;et al","10.1038/ngeo2413","ark:/85065/d7m32wzt","Nature Geoscience","UCAR, University and Other"
"articles:16710","article","2015-06-01","The magnitude and causes of global drought changes in the twenty-first century under a low-moderate emissions scenario","Zhao, T.;Dai, A.","10.1175/JCLI-D-14-00363.1","ark:/85065/d7gf0vp8","Journal of Climate","UCAR and Other"
"articles:16711","article","2015-05-20","The transport of low-frequency turbulence in astrophysical flows. II. Solutions for the super-Alfvénic solar wind","Adhikari, L.;Zank, G.;et al","10.1088/0004-637X/805/1/63","ark:/85065/d7bp040s","The Astrophysical Journal","UCAR, University and Other"
"articles:16712","article","2015-07-01","A time-split discontinuous galerkin transport scheme for Global Atmospheric Model","Nair, R.;Bao, L.;et al","10.1016/j.procs.2015.05.471","ark:/85065/d76w9c9z","Procedia Computer Science","UCAR and University"
"articles:16713","article","2015-05-14","Modeling the radical chemistry in an oxidation flow reactor: Radical formation and recycling, sensitivities, and the OH exposure estimation equation","Li, R.;Palm, B.;et al","10.1021/jp509534k","ark:/85065/d7348mkj","Journal of Physical Chemistry A","UCAR and University"
"articles:16715","article","2015-05-06","Reducing the negative human-health impacts of bioenergy crop emissions through region-specific crop selection","Porter, W.;Rosenstiel, T.;et al","10.1088/1748-9326/10/5/054004","ark:/85065/d7tm7c91","Environmental Research Letters","UCAR, University and Other"
"articles:16716","article","2015-04-01","Upper mesospheric lunar tides over middle and high latitudes during sudden stratospheric warming events","Chau, J.;Hoffmann, P.;et al","10.1002/2015JA020998","ark:/85065/d7pv6mk9","Journal of Geophysical Research-Space Physics","UCAR and University"
"articles:16717","article","2015-04-01","Data fusion enables better recognition of ceiling and visibility hazards in aviation","Herzegh, P.;Wiener, G.;et al","10.1175/BAMS-D-13-00111.1","ark:/85065/d7k64k75","Bulletin of the American Meteorological Society","UCAR only"
"articles:16720","article","2015-05-04",'The terminator "toy" chemistry test: A simple tool to assess errors in transport schemes',"Lauritzen, P.;Conley, A.;et al","10.5194/gmd-8-1299-2015","ark:/85065/d75x2b4p","Geoscientific Model Development","UCAR and Other"
"articles:16721","article","2015-05-12","Development of the GEOS-5 atmospheric general circulation model: Evolution from MERRA to MERRA2","Molod, A.;Takacs, L.;et al","10.5194/gmd-8-1339-2015","ark:/85065/d7251kct","Geoscientific Model Development","UCAR, University and Other"
"articles:16722","article","2015-06-20","A Babcock-Leighton solar dynamo model with multicellular meridional circulation in advection- and diffusion-dominated regimes","Belucz, B.;Dikpati, M.","10.1088/0004-637X/806/2/169","ark:/85065/d7xd12v2","The Astrophysical Journal","UCAR and University"
"articles:16723","article","2015-03-01","Clouds, aerosols, and precipitation in the Marine Boundary Layer: An ARM Mobile Facility deployment","Wood, R.;Wyant, M.;et al","10.1175/BAMS-D-13-00180.1","ark:/85065/d7sn0b56","Bulletin of the American Meteorological Society","UCAR, University and Other"
"articles:16724","article","2015-06-05","Oceans: Invisible barriers to dispersal","Kleypas, J.","10.1126/science.aab4122","ark:/85065/d7nz88ts","Science","UCAR only"
"articles:16725","article","2015-06-01","Blending of global and regional analyses with a spatial filter: Application to typhoon prediction over the western North Pacific Ocean","Hsiao, L.;Huang, X.;et al","10.1175/WAF-D-14-00047.1","ark:/85065/d7j67j47","Weather and Forecasting","UCAR, University and Other"
"articles:16726","article","2015-06-01","Sensitivity of 24-h forecast dryline position and structure to boundary layer parameterizations in convection-allowing WRF model simulations","Clark, A.;Coniglio, M.;et al","10.1175/WAF-D-14-00078.1","ark:/85065/d7df6sdh","Weather and Forecasting","UCAR, University and Other"
"articles:16728","article","2015-05-01","Background error statistics for aerosol variables from WRF/Chem predictions in Southern California","Zang, Z.;Hao, Z.;et al","10.1007/s13143-015-0063-8","ark:/85065/d74x5909","Asia-Pacific Journal of Atmospheric Sciences","UCAR, University and Other"
"articles:16729","article","2015-05-27","Ocean mediation of tropospheric response to reflecting and absorbing aerosols","Xu, Y.;Xie, S.","10.5194/acp-15-5827-2015","ark:/85065/d7154j7f","Atmospheric Chemistry and Physics","UCAR and Other"
"articles:16730","article","2015-05-27","Sources of black carbon aerosols in South Asia and surrounding regions during the Integrated Campaign for Aerosols, Gases and Radiation Budget (ICARB)","Kumar, R.;Barth, M.;et al","10.5194/acp-15-5415-2015","ark:/85065/d7wd41sk","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:16731","article","2015-05-27","Vertical structure and physical processes of the Madden-Julian oscillation: Exploring key model physics in climate simulations","Jiang, X.;Waliser, D.;et al","10.1002/2014JD022375","ark:/85065/d7rr20f4","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:16732","article","2015-06-17","The POLARCAT Model Intercomparison Project (POLMIP): Overview and evaluation with observations","Emmons, L.;Arnold, S.;et al","10.5194/acp-15-6721-2015","ark:/85065/d7n017r5","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:16733","article","2015-07-01","On the feasibility of monitoring carbon monoxide in the lower troposphere from a constellation of Northern Hemisphere geostationary satellites. (Part 1)","Barre, J.;Edwards, D.;et al","10.1016/j.atmosenv.2015.04.069","ark:/85065/d7h70h1v","Atmospheric Environment","UCAR and Other"
"articles:16734","article","2015-09-15","A description and evaluation of FAO satellite rainfall estimation algorithm","Dinku, T.;Alessandrini, S.;et al","10.1016/j.atmosres.2015.01.020","ark:/85065/d7cf9r9k","Atmospheric Research","UCAR and Other"
"articles:16737","article","2015-06-01","Estimating the fraction of winter orographic precipitation produced under conditions meeting the seeding criteria for the Wyoming Weather Modification Pilot Project","Ritzman, J.;Deshler, T.;et al","10.1175/JAMC-D-14-0163.1","ark:/85065/d7057h4h","Journal of Applied Meteorology and Climatology","UCAR and University"
"articles:16738","article","2015-07-02","Multi-model simulation of CO and HCHO in the Southern Hemisphere: Comparison with observations and impact of biogenic emissions","Zeng, G.;Williams, J.;et al","10.5194/acp-15-7217-2015","ark:/85065/d7vh5q13","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:16739","article","2015-05-16","Diurnal variation of the potassium layer in the upper atmosphere","Feng, W.;Höffner, J.;et al","10.1002/2015GL063718","ark:/85065/d7qr4zbt","Geophysical Research Letters","UCAR and University"
"articles:16740","article","2015-03-16","Improved pattern scaling approaches for the use in climate impact studies","Herger, N.;Sanderson, B.;et al","10.1002/2015GL063569","ark:/85065/d7m046n7","Geophysical Research Letters","UCAR and Other"
"articles:16741","article","2015-05-16","Climate variability and relationships between top-of-atmosphere radiation and temperatures on Earth","Trenberth, K.;Zhang, Y.;et al","10.1002/2014JD022887","ark:/85065/d7g73fxh","Journal of Geophysical Research-Atmospheres","UCAR and Other"
"articles:16742","article","2015-05-16","Impact of the dynamical core on the direct simulation of tropical cyclones in a high-resolution global model","Reed, K.;Bacmeister, J.;et al","10.1002/2015GL063974","ark:/85065/d7bg2q5r","Geophysical Research Letters","UCAR, University and Other"
"articles:16743","article","2015-05-20","In-situ aircraft measurements of the vertical distribution of black carbon in the lower troposphere of Beijing, China, in the spring and summer time","Zhao, D.;Tie, X.;et al","10.3390/atmos6050713","ark:/85065/d76q1zdk","Atmosphere","UCAR and Other"
"articles:16744","article","2015-06-09","Assimilation of wind speed and direction observations: Results from real observation experiments","Gao, F.;Huang, X.;et al","10.3402/tellusa.v67.27132","ark:/85065/d72z16qp","Tellus Series A: Dynamic Meteorology and Oceanography","UCAR and Other"
"articles:16745","article","2015-05-27","Distributions of ice supersaturation and ice crystals from airborne observations in relation to upper tropospheric dynamical boundaries","Diao, M.;Jensen, J.;et al","10.1002/2015JD023139","ark:/85065/d7z89dm1","Journal of Geophysical Research-Atmospheres","UCAR and University"
"articles:16748","article","2015-05-01","Effects of injected ice particles in the lower stratosphere on the Antarctic ozone hole","Nagase, H.;Kinnison, D.;et al","10.1002/2014EF000266","ark:/85065/d7k075gd","Earth's Future","UCAR and University"
"articles:16749","article","2015-07-01","Sensitivity of regional climate to global temperature and forcing","Tebaldi, C.;O'Neill, B.;et al","10.1088/1748-9326/10/7/074001","ark:/85065/d7f76drp","Environmental Research Letters","UCAR only"
"articles:16750","article","2015-05-18","Future population exposure to US heat extremes","Jones, B.;O'Neill, B.;et al","10.1038/nclimate2631","ark:/85065/d79g5p0x","Nature Climate Change","UCAR and University"
